card_id,disp_id,type,issued
80,471,classic,"1998-06-25 12:00:00"
831,6275,classic,"1998-06-29 12:00:00"
354,2265,gold,"1998-06-30 12:00:00"
250,1522,classic,"1998-06-30 12:00:00"
142,810,classic,"1998-07-01 12:00:00"
991,9149,junior,"1998-07-01 12:00:00"
1192,12736,classic,"1998-07-02 12:00:00"
738,4808,junior,"1998-07-02 12:00:00"
627,3994,classic,"1998-07-05 12:00:00"
696,4516,classic,"1998-07-05 12:00:00"
260,1616,classic,"1998-07-05 12:00:00"
768,5223,classic,"1998-07-06 12:00:00"
233,1418,classic,"1998-07-07 12:00:00"
450,2880,classic,"1998-07-07 12:00:00"
440,2782,classic,"1998-07-07 12:00:00"
301,1899,classic,"1998-07-07 12:00:00"
485,3124,classic,"1998-07-08 12:00:00"
567,3611,classic,"1998-07-08 12:00:00"
66,425,classic,"1998-07-08 12:00:00"
1002,9261,classic,"1998-07-09 12:00:00"
453,2911,gold,"1998-07-12 12:00:00"
277,1777,gold,"1998-07-12 12:00:00"
571,3627,junior,"1998-07-13 12:00:00"
687,4471,classic,"1998-07-14 12:00:00"
640,4115,classic,"1998-07-14 12:00:00"
39,254,classic,"1998-07-14 12:00:00"
435,2740,classic,"1998-07-15 12:00:00"
411,2572,classic,"1998-07-15 12:00:00"
548,3501,classic,"1998-07-16 12:00:00"
1167,12335,classic,"1998-07-18 12:00:00"
727,4723,classic,"1998-07-19 12:00:00"
603,3850,classic,"1998-07-20 12:00:00"
496,3183,junior,"1998-07-21 12:00:00"
73,451,junior,"1998-07-21 12:00:00"
146,822,classic,"1998-07-23 12:00:00"
439,2779,classic,"1998-07-23 12:00:00"
613,3913,classic,"1998-07-23 12:00:00"
323,2065,junior,"1998-07-24 12:00:00"
623,3984,classic,"1998-07-25 12:00:00"
530,3360,classic,"1998-07-25 12:00:00"
396,2508,classic,"1998-07-26 12:00:00"
1076,10604,gold,"1998-07-27 12:00:00"
344,2168,classic,"1998-07-27 12:00:00"
525,3337,classic,"1998-07-27 12:00:00"
42,264,junior,"1998-07-28 12:00:00"
740,4823,junior,"1998-07-28 12:00:00"
780,5333,classic,"1998-07-29 12:00:00"
509,3253,gold,"1998-07-30 12:00:00"
308,1938,classic,"1998-07-30 12:00:00"
618,3947,classic,"1998-07-31 12:00:00"
209,1251,classic,"1998-07-31 12:00:00"
1155,12088,classic,"1998-08-01 12:00:00"
95,519,junior,"1998-08-01 12:00:00"
833,6299,classic,"1998-08-01 12:00:00"
319,2038,junior,"1998-08-02 12:00:00"
795,5563,classic,"1998-08-02 12:00:00"
508,3249,classic,"1998-08-03 12:00:00"
78,468,classic,"1998-08-04 12:00:00"
683,4437,classic,"1998-08-05 12:00:00"
32,219,classic,"1998-08-06 12:00:00"
550,3515,classic,"1998-08-08 12:00:00"
1217,13098,junior,"1998-08-09 12:00:00"
1003,9274,classic,"1998-08-09 12:00:00"
179,1059,classic,"1998-08-10 12:00:00"
169,1019,classic,"1998-08-10 12:00:00"
221,1339,classic,"1998-08-10 12:00:00"
684,4457,classic,"1998-08-11 12:00:00"
77,466,classic,"1998-08-13 12:00:00"
581,3721,classic,"1998-08-13 12:00:00"
47,280,classic,"1998-08-13 12:00:00"
386,2478,classic,"1998-08-14 12:00:00"
346,2177,classic,"1998-08-14 12:00:00"
406,2548,classic,"1998-08-16 12:00:00"
951,8392,classic,"1998-08-16 12:00:00"
519,3297,classic,"1998-08-16 12:00:00"
321,2058,gold,"1998-08-16 12:00:00"
128,716,classic,"1998-08-19 12:00:00"
711,4592,classic,"1998-08-19 12:00:00"
538,3414,gold,"1998-08-20 12:00:00"
29,192,classic,"1998-08-20 12:00:00"
834,6301,classic,"1998-08-21 12:00:00"
461,2977,gold,"1998-08-21 12:00:00"
239,1453,gold,"1998-08-24 12:00:00"
395,2502,classic,"1998-08-24 12:00:00"
531,3378,gold,"1998-08-24 12:00:00"
1150,12020,classic,"1998-08-25 12:00:00"
96,528,classic,"1998-08-26 12:00:00"
367,2343,classic,"1998-08-27 12:00:00"
1023,9621,classic,"1998-08-30 12:00:00"
702,4543,classic,"1998-08-30 12:00:00"
405,2542,classic,"1998-08-31 12:00:00"
480,3092,classic,"1998-09-01 12:00:00"
1098,11063,classic,"1998-09-01 12:00:00"
79,469,classic,"1998-09-02 12:00:00"
402,2536,classic,"1998-09-03 12:00:00"
551,3517,classic,"1998-09-03 12:00:00"
425,2662,junior,"1998-09-04 12:00:00"
1195,12787,gold,"1998-09-04 12:00:00"
1154,12070,classic,"1998-09-05 12:00:00"
307,1930,gold,"1998-09-05 12:00:00"
752,4944,junior,"1998-09-06 12:00:00"
134,769,classic,"1998-09-07 12:00:00"
285,1811,gold,"1998-09-10 12:00:00"
544,3448,gold,"1998-09-10 12:00:00"
526,3339,classic,"1998-09-10 12:00:00"
352,2235,classic,"1998-09-11 12:00:00"
328,2121,junior,"1998-09-12 12:00:00"
26,161,classic,"1998-09-14 12:00:00"
141,808,classic,"1998-09-15 12:00:00"
151,861,classic,"1998-09-16 12:00:00"
203,1231,classic,"1998-09-16 12:00:00"
653,4212,classic,"1998-09-16 12:00:00"
880,7186,classic,"1998-09-17 12:00:00"
620,3959,classic,"1998-09-17 12:00:00"
630,4019,classic,"1998-09-18 12:00:00"
1188,12678,classic,"1998-09-19 12:00:00"
389,2489,gold,"1998-09-19 12:00:00"
1024,9622,classic,"1998-09-20 12:00:00"
193,1179,gold,"1998-09-21 12:00:00"
758,5016,classic,"1998-09-21 12:00:00"
634,4081,junior,"1998-09-22 12:00:00"
361,2312,classic,"1998-09-23 12:00:00"
242,1473,classic,"1998-09-24 12:00:00"
923,7855,classic,"1998-09-24 12:00:00"
1007,9333,gold,"1998-09-25 12:00:00"
520,3308,classic,"1998-09-25 12:00:00"
629,4018,junior,"1998-09-25 12:00:00"
335,2137,classic,"1998-09-25 12:00:00"
414,2606,classic,"1998-09-26 12:00:00"
36,236,classic,"1998-09-28 12:00:00"
561,3581,gold,"1998-09-28 12:00:00"
291,1836,classic,"1998-09-29 12:00:00"
231,1390,junior,"1998-09-29 12:00:00"
782,5376,classic,"1998-09-29 12:00:00"
180,1062,classic,"1998-09-29 12:00:00"
765,5175,classic,"1998-09-29 12:00:00"
357,2277,junior,"1998-09-29 12:00:00"
554,3535,classic,"1998-09-29 12:00:00"
956,8502,classic,"1998-09-30 12:00:00"
676,4380,classic,"1998-09-30 12:00:00"
255,1579,gold,"1998-10-01 12:00:00"
1193,12743,classic,"1998-10-01 12:00:00"
416,2616,classic,"1998-10-01 12:00:00"
585,3753,gold,"1998-10-01 12:00:00"
744,4863,classic,"1998-10-02 12:00:00"
23,146,classic,"1998-10-03 12:00:00"
394,2501,classic,"1998-10-05 12:00:00"
460,2971,classic,"1998-10-05 12:00:00"
35,231,classic,"1998-10-07 12:00:00"
447,2845,classic,"1998-10-07 12:00:00"
264,1669,classic,"1998-10-07 12:00:00"
245,1483,classic,"1998-10-08 12:00:00"
505,3233,junior,"1998-10-09 12:00:00"
336,2138,junior,"1998-10-09 12:00:00"
366,2335,classic,"1998-10-09 12:00:00"
533,3384,classic,"1998-10-09 12:00:00"
288,1826,classic,"1998-10-10 12:00:00"
754,4976,junior,"1998-10-10 12:00:00"
116,646,classic,"1998-10-11 12:00:00"
1035,9732,classic,"1998-10-11 12:00:00"
682,4429,classic,"1998-10-11 12:00:00"
792,5526,classic,"1998-10-11 12:00:00"
385,2476,classic,"1998-10-12 12:00:00"
53,333,classic,"1998-10-13 12:00:00"
751,4941,junior,"1998-10-15 12:00:00"
614,3938,junior,"1998-10-16 12:00:00"
957,8506,junior,"1998-10-16 12:00:00"
1,9,gold,"1998-10-16 12:00:00"
743,4862,gold,"1998-10-18 12:00:00"
61,374,classic,"1998-10-18 12:00:00"
60,370,classic,"1998-10-18 12:00:00"
74,453,classic,"1998-10-18 12:00:00"
749,4929,classic,"1998-10-19 12:00:00"
339,2154,classic,"1998-10-19 12:00:00"
769,5224,classic,"1998-10-20 12:00:00"
488,3134,gold,"1998-10-20 12:00:00"
31,208,classic,"1998-10-21 12:00:00"
542,3439,classic,"1998-10-22 12:00:00"
750,4937,classic,"1998-10-24 12:00:00"
855,6764,classic,"1998-10-24 12:00:00"
299,1886,classic,"1998-10-25 12:00:00"
158,928,gold,"1998-10-25 12:00:00"
857,6789,junior,"1998-10-25 12:00:00"
230,1388,gold,"1998-10-25 12:00:00"
295,1864,classic,"1998-10-26 12:00:00"
584,3751,classic,"1998-10-28 12:00:00"
449,2865,classic,"1998-10-28 12:00:00"
351,2232,classic,"1998-11-01 12:00:00"
138,791,classic,"1998-11-02 12:00:00"
524,3333,classic,"1998-11-02 12:00:00"
693,4495,junior,"1998-11-03 12:00:00"
604,3858,classic,"1998-11-04 12:00:00"
746,4901,classic,"1998-11-04 12:00:00"
333,2128,classic,"1998-11-04 12:00:00"
129,719,classic,"1998-11-05 12:00:00"
429,2709,classic,"1998-11-05 12:00:00"
424,2659,classic,"1998-11-06 12:00:00"
345,2175,classic,"1998-11-07 12:00:00"
1165,12291,classic,"1998-11-08 12:00:00"
1070,10490,junior,"1998-11-08 12:00:00"
217,1316,classic,"1998-11-09 12:00:00"
636,4091,junior,"1998-11-09 12:00:00"
820,6039,classic,"1998-11-10 12:00:00"
46,273,classic,"1998-11-10 12:00:00"
742,4833,classic,"1998-11-10 12:00:00"
404,2540,junior,"1998-11-12 12:00:00"
102,575,classic,"1998-11-12 12:00:00"
455,2924,classic,"1998-11-13 12:00:00"
253,1536,gold,"1998-11-14 12:00:00"
570,3620,classic,"1998-11-14 12:00:00"
27,167,junior,"1998-11-15 12:00:00"
580,3713,classic,"1998-11-16 12:00:00"
409,2562,classic,"1998-11-16 12:00:00"
205,1242,classic,"1998-11-16 12:00:00"
773,5245,classic,"1998-11-18 12:00:00"
487,3130,classic,"1998-11-18 12:00:00"
177,1056,classic,"1998-11-19 12:00:00"
632,4069,classic,"1998-11-19 12:00:00"
445,2820,gold,"1998-11-19 12:00:00"
1001,9247,classic,"1998-11-20 12:00:00"
257,1589,classic,"1998-11-20 12:00:00"
178,1057,classic,"1998-11-21 12:00:00"
704,4553,gold,"1998-11-21 12:00:00"
56,339,classic,"1998-11-22 12:00:00"
148,834,classic,"1998-11-22 12:00:00"
392,2496,classic,"1998-11-22 12:00:00"
523,3319,junior,"1998-11-23 12:00:00"
1175,12494,classic,"1998-11-24 12:00:00"
466,2998,classic,"1998-11-25 12:00:00"
500,3192,classic,"1998-11-26 12:00:00"
4,42,classic,"1998-11-26 12:00:00"
388,2488,junior,"1998-11-26 12:00:00"
164,992,classic,"1998-11-29 12:00:00"
489,3135,classic,"1998-11-29 12:00:00"
626,3992,classic,"1998-11-30 12:00:00"
1169,12354,classic,"1998-11-30 12:00:00"
1137,11771,gold,"1998-12-01 12:00:00"
677,4382,junior,"1998-12-01 12:00:00"
20,131,classic,"1998-12-02 12:00:00"
657,4246,junior,"1998-12-02 12:00:00"
219,1329,classic,"1998-12-04 12:00:00"
819,5978,gold,"1998-12-06 12:00:00"
1177,12535,gold,"1998-12-06 12:00:00"
341,2156,gold,"1998-12-06 12:00:00"
692,4493,classic,"1998-12-08 12:00:00"
715,4639,junior,"1998-12-08 12:00:00"
131,725,classic,"1998-12-08 12:00:00"
201,1223,classic,"1998-12-08 12:00:00"
605,3874,classic,"1998-12-11 12:00:00"
306,1929,classic,"1998-12-11 12:00:00"
378,2430,classic,"1998-12-11 12:00:00"
549,3504,classic,"1998-12-12 12:00:00"
371,2388,gold,"1998-12-13 12:00:00"
147,826,junior,"1998-12-13 12:00:00"
527,3348,junior,"1998-12-14 12:00:00"
172,1030,classic,"1998-12-14 12:00:00"
886,7325,classic,"1998-12-15 12:00:00"
479,3085,classic,"1998-12-16 12:00:00"
691,4492,classic,"1998-12-16 12:00:00"
560,3577,classic,"1998-12-17 12:00:00"
452,2910,classic,"1998-12-19 12:00:00"
506,3236,gold,"1998-12-19 12:00:00"
735,4772,classic,"1998-12-19 12:00:00"
654,4230,classic,"1998-12-21 12:00:00"
196,1197,classic,"1998-12-22 12:00:00"
473,3063,classic,"1998-12-22 12:00:00"
829,6255,classic,"1998-12-22 12:00:00"
310,1947,junior,"1998-12-23 12:00:00"
76,464,classic,"1998-12-23 12:00:00"
573,3638,classic,"1998-12-23 12:00:00"
240,1459,classic,"1998-12-23 12:00:00"
728,4725,classic,"1998-12-24 12:00:00"
924,7862,classic,"1998-12-24 12:00:00"
486,3128,gold,"1998-12-25 12:00:00"
1081,10696,classic,"1998-12-25 12:00:00"
753,4974,classic,"1998-12-25 12:00:00"
442,2796,classic,"1998-12-26 12:00:00"
125,694,gold,"1998-12-26 12:00:00"
674,4360,classic,"1998-12-28 12:00:00"
322,2063,classic,"1998-12-28 12:00:00"
685,4467,classic,"1998-12-29 12:00:00"
635,4083,classic,"1998-12-29 12:00:00"
